site,gps_coordinates,date,start_time,end_time,depth,replicate_no,family,species,size,biomass
raha_inside,,11/09/2021,11:38,11:49,5,1,BUT,TFT,NA,NA
raha_inside,,11/09/2021,11:38,11:49,5,1,BUT,TFT,NA,NA
raha_inside,,11/09/2021,11:38,11:49,5,1,BUT,TFT,NA,NA
raha_inside,,11/09/2021,11:38,11:49,5,1,BUT,TFT,NA,NA
raha_inside,,11/09/2021,11:38,11:49,5,1,BUT,TFT,NA,NA
raha_inside,,11/09/2021,11:38,11:49,5,1,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,RAB,SGR,21-30,276.83
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,RAB,SGR,21-30,276.83
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,RAB,SGR,21-30,276.83
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,RAB,SGR,21-30,276.83
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,PAR,STEEPHEAD,31-40,1163.60
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,PAR,STEEPHEAD,41-50,2568.21
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,PAR,SORDID,11-20,91.02
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,PAR,SORDID,11-20,91.02
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,PAR,SORDID,21-30,423.88
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,PAR,SORDID,21-30,423.88
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,PAR,DUSKY,31-40,1304.18
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,PAR,SCABER,21-30,290.09
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,PAR,SCABER,21-30,290.09
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,PAR,LNOSE,21-30,247.78
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,PAR,LNOSE,31-40,648.92
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,PAR,ROSY,11-20,89.55
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,T&J,MEL,21-30,345.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,T&J,MEL,21-30,345.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,T&J,MEL,21-30,345.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,T&J,BLOCH,31-40,743.64
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,PAR,STEEPHEAD,31-40,1163.60
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,PAR,STEEPHEAD,31-40,1163.60
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,PAR,STEEPHEAD,31-40,1163.60
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,PAR,STEEPHEAD,31-40,1163.60
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,PAR,STEEPHEAD,41-50,1163.60
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,PAR,LNOSE,21-30,247.78
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,EMP,MONO,21-30,379.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,SNAP,CHEK,21-30,356.88
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,GRO,LEU,21-30,1921.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,GRO,MIN,11-20,55.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,GRO,MER,11-20  ,57.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,GRO,COE,31-40,647.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,GRO,ARG,21-30,277.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,BUT,AUR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,BUT,AUR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,BUT,AUR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,BUT,AUR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,BUT,BEN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,BUT,LUN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,BUT,LUN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:32,14:42,5,1,BUT,LUN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,EMP,MONO,11-20  ,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,EMP,MONO,11-20  ,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,KAS,11-20  ,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,KAS,11-20  ,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,KAS,11-20  ,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,KAS,11-20  ,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,KAS,11-20  ,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,FUL,11-20  ,88.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,FUL,21-30,396.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,FUL,21-30,396.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,GIB,21-30,317.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,GIB,21-30,317.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,SNAP,FUR,21-30,333.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,FAL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,FAL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,FAL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,FAL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,FAL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,FAL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,LUN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,LUN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,LUN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,LUN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,LUN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,LUN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,LN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:42,14:55,5,2,BUT,PHA,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,EMP,MONO,21-30,379.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,EMP,MONO,21-30,379.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,SNAP,MID,31-40,889.03
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,SNAP,MONOS,21-30,279.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,SNAP,MONOS,31-40,737.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,GRO,MIN,11-20,55.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,GRO,MIN,11-20,55.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,GRO,MIN,11-20,55.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,GRO,MIN,21-30,257.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,GRO,ARG,21-30,277.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,BUT,AUR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,BUT,GUT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,11-20,89.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,21-30,379.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,21-30,379.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,21-30,379.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,EMP,MONO,21-30,379.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,11-20,66.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,21-30,283.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,21-30,283.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,21-30,283.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,KAS,21-30,283.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,MONOS,31-40,737.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,MONOS,31-40,737.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,MONOS,31-40,737.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,SNAP,MONOS,41-50,1528.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,GRO,MIN,11-20,55.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,GRO,MIN,21-30,257.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,GRO,ARG,11-20,59.00
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,AUR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,AUR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,GUT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,COL,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,LUN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,LUN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,LN,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,TFT,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:39,13:50,10,2,BUT,MASK,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,RAB,STR,31-40,468.15
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,PAR,SORDID,03-Oct,3.70
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,PAR,SORDID,03-Oct,3.70
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,PAR,SORDID,11-20,91.02
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,PAR,SORDID,11-20,91.02
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,PAR,SORDID,21-30,423.88
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,PAR,SORDID,31-40,1178.25
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,PAR,BLUEBAR,60+,5963.77
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,TRIG,STR,NA,NA
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:29,13:39,10,1,TRIG,STR,NA,NA
