site,depth,replicate_no,family,species,size,biomass
gaadhoo_corner,15,2,SNAP,FUL,44837,4
gaadhoo_corner,15,2,SNAP,MID,21-30,339.46
gaadhoo_corner,15,2,SNAP,MID,21-30,339.46
gaadhoo_corner,15,2,SNAP,MID,21-30,339.46
gaadhoo_corner,15,2,SNAP,MID,21-30,339.46
gaadhoo_corner,15,2,SNAP,MID,21-30,339.46
gaadhoo_corner,15,2,SNAP,MID,21-30,339.46
gaadhoo_corner,15,2,SNAP,MID,21-30,339.46
gaadhoo_corner,15,2,SNAP,GIB,Nov-20,71
gaadhoo_corner,15,2,BUT,AUR,NA,NA
gaadhoo_corner,15,2,BUT,XAN,NA,NA
gaadhoo_corner,15,2,BUT,XAN,NA,NA
gaadhoo_corner,15,2,BUT,XAN,NA,NA
gaadhoo_corner,15,2,BUT,XAN,NA,NA
gaadhoo_corner,15,2,BUT,CIT,NA,NA
gaadhoo_corner,15,2,BUT,CIT,NA,NA
gaadhoo_corner,15,2,BUT,CIT,NA,NA
gaadhoo_corner,15,2,BUT,CIT,NA,NA
gaadhoo_corner,15,2,BUT,KLE,NA,NA
gaadhoo_corner,15,2,BUT,KLE,NA,NA
gaadhoo_corner,15,2,BUT,GUT,NA,NA
gaadhoo_corner,15,2,BUT,MEY,NA,NA
gaadhoo_corner,15,2,BUT,TFT,NA,NA
gaadhoo_corner,15,2,BUT,TFT,NA,NA
gaadhoo_corner,15,2,BUT,TFT,NA,NA
gaadhoo_corner,15,2,BUT,TFT,NA,NA
gaadhoo_corner,15,2,BUT,TFT,NA,NA
gaadhoo_outside,15,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,15,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,15,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,15,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,15,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,15,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,15,1,PAR,STEEPHEAD,51-60,4840.26
gaadhoo_outside,15,1,PAR,EMBER,51-60,4840.26
gaadhoo_outside,15,1,PAR,SORDID,41-50,2536.81
gaadhoo_outside,15,1,PAR,SQ,31-40,1320.05
gaadhoo_outside,15,1,PAR,SQ,31-40,1320.05
gaadhoo_outside,15,1,PAR,LNOSE,51-60,2381.89
gaadhoo_outside,15,1,PAR,BLUEBARBAR,21-30,423.88
gaadhoo_outside,15,1,PAR,FRENATUS,41-50,3790.22
gaadhoo_outside,15,1,TRIG,STR,NA,NA
gaadhoo_outside,15,1,TRIG,STR,NA,NA
gaadhoo_outside,15,1,TRIG,IND,NA,NA
gaadhoo_outside,15,1,TRIG,IND,NA,NA
gaadhoo_outside,15,1,TRIG,IND,NA,NA
gaadhoo_outside,15,1,TRIG,IND,NA,NA
gaadhoo_outside,15,1,TRIG,SUFB,NA,NA
gaadhoo_outside,15,1,TRIG,SUFB,NA,NA
gaadhoo_outside,15,2,RAB,STR,31-40,468.15
gaadhoo_outside,15,2,RAB,STR,31-40,468.15
gaadhoo_outside,15,2,PAR,2 COLOUR,60+,3384.72
gaadhoo_outside,15,2,PAR,2 COLOUR,60+,3384.72
gaadhoo_outside,15,2,PAR,EMBER,21-30,404.98
gaadhoo_outside,15,2,PAR,EMBER,31-40,1163.6
gaadhoo_outside,15,2,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,15,2,PAR,SORDID,21-30,423.88
gaadhoo_outside,15,2,PAR,SORDID,21-30,423.88
gaadhoo_outside,15,2,PAR,SORDID,21-30,423.88
gaadhoo_outside,15,2,PAR,SORDID,31-40,1178.25
gaadhoo_outside,15,2,PAR,SORDID,31-40,1178.25
gaadhoo_outside,15,2,PAR,ECLIPSE,21-30,423.88
gaadhoo_outside,15,2,PAR,ECLIPSE,31-40,1178.25
gaadhoo_outside,15,2,PAR,ECLIPSE,31-40,1178.25
gaadhoo_outside,15,2,PAR,LNOSE,41-50,1336.11
gaadhoo_outside,15,2,PAR,LNOSE,41-50,1336.11
gaadhoo_outside,15,2,PAR,LNOSE,51-60,2381.89
gaadhoo_outside,15,2,PAR,LNOSE,51-60,2381.89
gaadhoo_outside,15,2,PAR,LNOSE,51-60,2381.89
gaadhoo_outside,15,2,PAR,BLUEBARBAR,21-30,423.88
gaadhoo_outside,15,2,PAR,BLUEBARBAR,31-40,1178.25
gaadhoo_outside,15,2,PAR,BLUEBARBAR,31-40,1178.25
gaadhoo_outside,15,2,PAR,SQ,31-40,1320.05
gaadhoo_outside,15,2,TRIG,STR,NA,NA
gaadhoo_outside,15,2,TRIG,STR,NA,NA
gaadhoo_outside,15,2,TRIG,STR,NA,NA
gaadhoo_outside,15,2,TRIG,IND,NA,NA
gaadhoo_outside,15,2,TRIG,IND,NA,NA
gaadhoo_outside,15,2,TRIG,IND,NA,NA
gaadhoo_outside,15,2,TRIG,SUFB,NA,NA
gaadhoo_outside,15,2,TRIG,SUFB,NA,NA
gaadhoo_outside,15,2,TRIG,SUFC,NA,NA
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,44837,3.7
gaadhoo_outside,10,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,10,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,10,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,10,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,10,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,10,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,10,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,10,1,PAR,SORDID,Nov-20,91.02
gaadhoo_outside,10,1,PAR,SORDID,21-30,423.88
gaadhoo_outside,10,1,PAR,SORDID,21-30,423.88
gaadhoo_outside,10,1,PAR,SORDID,31-40,1178.25
gaadhoo_outside,10,1,PAR,SQ,21-30,519.61
gaadhoo_outside,10,1,PAR,SQ,21-30,519.61
gaadhoo_outside,10,1,PAR,SQ,21-30,519.61
gaadhoo_outside,10,1,PAR,SQ,31-40,1320.05
gaadhoo_outside,10,1,PAR,EMBER,60+,6206.92
gaadhoo_outside,10,1,PAR,EMBER,60+,6206.92
gaadhoo_outside,10,1,TRIG,STR,NA,NA
gaadhoo_outside,10,1,TRIG,STR,NA,NA
gaadhoo_outside,10,1,TRIG,CLN,NA,NA
gaadhoo_outside,10,1,TRIG,IND,NA,NA
gaadhoo_outside,10,1,TRIG,IND,NA,NA
gaadhoo_outside,10,1,TRIG,IND,NA,NA
gaadhoo_outside,10,1,TRIG,IND,NA,NA
gaadhoo_outside,10,1,TRIG,IND,NA,NA
gaadhoo_outside,10,1,TRIG,SUFB,NA,NA
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,1,T&J,SPEC,41-50,1484.79
gaadhoo_outside,10,2,RAB,STR,31-40,468.15
gaadhoo_outside,10,2,RAB,STR,31-40,468.15
gaadhoo_outside,10,2,PAR,STEEPHEAD,60+,6206.92
gaadhoo_outside,10,2,PAR,EMBER,31-40,1163.6
gaadhoo_outside,10,2,PAR,EMBER,31-40,1163.6
gaadhoo_outside,10,2,PAR,EMBER,51-60,4840.26
gaadhoo_outside,10,2,PAR,EMBER,60+,6206.92
gaadhoo_outside,10,2,PAR,SORDID,31-40,1178.25
gaadhoo_outside,10,2,PAR,SORDID,31-40,1178.25
gaadhoo_outside,10,2,PAR,SORDID,31-40,1178.25
gaadhoo_outside,10,2,PAR,SORDID,31-40,1178.25
gaadhoo_outside,10,2,PAR,SORDID,31-40,1178.25
gaadhoo_outside,10,2,PAR,SORDID,31-40,1178.25
gaadhoo_outside,10,2,PAR,SORDID,31-40,1178.25
gaadhoo_outside,10,2,PAR,SORDID,31-40,1178.25
gaadhoo_outside,10,2,PAR,GFACE,51-60,4840.26
gaadhoo_outside,10,2,PAR,LNOSE,31-40,648.92
gaadhoo_outside,10,2,PAR,LNOSE,31-40,648.92
gaadhoo_outside,10,2,PAR,LNOSE,41-50,1336.11
gaadhoo_outside,10,2,PAR,LNOSE,41-50,1336.11
gaadhoo_outside,10,2,PAR,LNOSE,51-60,2381.89
gaadhoo_outside,10,2,PAR,BLUEBARBAR,31-40,648.92
gaadhoo_outside,10,2,PAR,FRENATUS,41-50,3790.22
gaadhoo_outside,10,2,TRIG,STR,NA,NA
gaadhoo_outside,10,2,TRIG,IND,NA,NA
gaadhoo_outside,10,2,TRIG,IND,NA,NA
gaadhoo_outside,10,2,TRIG,IND,NA,NA
gaadhoo_outside,10,2,TRIG,IND,NA,NA
gaadhoo_outside,10,2,TRIG,IND,NA,NA
gaadhoo_outside,10,2,TRIG,IND,NA,NA
gaadhoo_outside,10,2,T&J,MEL,51-60,3295
gaadhoo_outside,10,1,GRO,MIN,44837,2
gaadhoo_outside,10,1,GRO,MIN,Nov-20,55
gaadhoo_outside,10,1,GRO,MIN,Nov-20,55
gaadhoo_outside,10,1,BUT,BUT,NA,NA
gaadhoo_outside,10,1,BUT,BUT,NA,NA
gaadhoo_outside,10,1,BUT,KLE,NA,NA
gaadhoo_outside,10,2,BUT,GUT,NA,NA
gaadhoo_outside,10,2,BUT,GUT,NA,NA
gaadhoo_outside,10,2,BUT,TFT,NA,NA
gaadhoo_outside,10,2,BUT,KLE,NA,NA
gaadhoo_outside,10,2,BUT,KLE,NA,NA
gaadhoo_outside,15,2,EMP,ERY,51-60,4031
gaadhoo_outside,15,2,EMP,MONO,Nov-20,89
gaadhoo_outside,15,2,GRO,MIN,44837,2
gaadhoo_outside,15,2,GRO,MIN,44837,2
gaadhoo_outside,15,2,GRO,MIN,44837,2
gaadhoo_outside,15,2,GRO,MIN,Nov-20,55
gaadhoo_outside,15,2,GRO,MIN,Nov-20,55
gaadhoo_outside,15,2,GRO,MIN,Nov-20,55
gaadhoo_outside,15,2,GRO,SPIL,Nov-20,74
gaadhoo_outside,15,2,GRO,SPIL,Nov-20,74
gaadhoo_outside,15,2,GRO,SPIL,21-30,332
gaadhoo_outside,15,2,GRO,ARG,Nov-20,59
gaadhoo_outside,15,2,GRO,ARG,Nov-20,59
gaadhoo_outside,15,2,BUT,KLE,NA,NA
gaadhoo_outside,15,2,BUT,KLE,NA,NA
gaadhoo_outside,15,2,BUT,KLE,NA,NA
gaadhoo_outside,15,2,BUT,GUT,NA,NA
gaadhoo_outside,15,2,BUT,GUT,NA,NA
gaadhoo_outside,15,2,BUT,GUT,NA,NA
gaadhoo_outside,15,2,BUT,GUT,NA,NA
gaadhoo_outside,15,2,BUT,GUT,NA,NA
gaadhoo_outside,15,2,BUT,COL,NA,NA
gaadhoo_outside,15,2,BUT,LN,NA,NA
gaadhoo_outside,15,2,BUT,LN,NA,NA
gaadhoo_outside,15,2,BUT,LN,NA,NA
gaadhoo_outside,15,2,BUT,TFT,NA,NA
gaadhoo_outside,15,1,SNAP,MID,31-40,889.03
gaadhoo_outside,15,1,GRO,MIN,44837,2
gaadhoo_outside,15,1,GRO,MIN,Nov-20,55
gaadhoo_outside,15,1,GRO,MIN,Nov-20,55
gaadhoo_outside,15,1,GRO,MIN,21-30,257
gaadhoo_outside,15,1,GRO,ARG,Nov-20,59
gaadhoo_outside,15,1,GRO,ARG,21-30,277
gaadhoo_outside,15,1,BUT,AUR,NA,NA
gaadhoo_outside,15,1,BUT,KLE,NA,NA
gaadhoo_outside,15,1,BUT,KLE,NA,NA
gaadhoo_outside,15,1,BUT,KLE,NA,NA
gaadhoo_outside,15,1,BUT,KLE,NA,NA
gaadhoo_outside,15,1,BUT,KLE,NA,NA
gaadhoo_outside,15,1,BUT,GUT,NA,NA
gaadhoo_outside,15,1,BUT,GUT,NA,NA
gaadhoo_outside,15,1,BUT,GUT,NA,NA
gaadhoo_outside,15,1,BUT,GUT,NA,NA
gaadhoo_outside,15,1,BUT,GUT,NA,NA
gaadhoo_outside,15,1,BUT,GUT,NA,NA
gaadhoo_outside,15,1,BUT,COL,NA,NA
gaadhoo_outside,15,1,BUT,COL,NA,NA
gaadhoo_outside,15,1,BUT,COL,NA,NA
gaadhoo_outside,15,1,BUT,COL,NA,NA
gaadhoo_outside,15,1,BUT,MEY,NA,NA
hithadhoo_west,15,1,EMP,MONO,21-30,379
hithadhoo_west,15,1,EMP,MONO,21-30,379
hithadhoo_west,15,1,EMP,MONO,21-30,379
hithadhoo_west,15,1,EMP,MONO,31-40,989
hithadhoo_west,15,1,SNAP,MID,31-40,889.03
hithadhoo_west,15,1,SNAP,MID,31-40,889.03
hithadhoo_west,15,1,SNAP,GIB,21-30,317
hithadhoo_west,15,1,SNAP,GIB,21-30,317
hithadhoo_west,15,1,SNAP,FUR,21-30,333
hithadhoo_west,15,1,GRO,MIN,Nov-20,79.73
hithadhoo_west,15,1,GRO,MIN,Nov-20,79.73
hithadhoo_west,15,1,GRO,MIN,Nov-20,79.73
hithadhoo_west,15,1,GRO,MIN,Nov-20,79.73
hithadhoo_west,15,1,GRO,ARG,Nov-20,59
hithadhoo_west,15,1,GRO,ARG,Nov-20,59
hithadhoo_west,15,1,GRO,ARG,Nov-20,59
hithadhoo_west,15,1,GRO,ARG,Nov-20,59
hithadhoo_west,15,1,GRO,ARG,Nov-20,59
hithadhoo_west,15,1,GRO,ARG,Nov-20,59
hithadhoo_west,15,1,GRO,ARG,Nov-20,59
hithadhoo_west,15,1,GRO,ARG,Nov-20,59
hithadhoo_west,15,1,GRO,ARG,Nov-20,59
hithadhoo_west,15,1,GRO,ARG,21-30,277
hithadhoo_west,15,1,GRO,ARG,21-30,277
hithadhoo_west,15,1,GRO,ARG,21-30,277
hithadhoo_west,15,1,BUT,GUT,NA,NA
hithadhoo_west,15,1,BUT,GUT,NA,NA
hithadhoo_west,15,1,BUT,GUT,NA,NA
hithadhoo_west,15,1,BUT,GUT,NA,NA
hithadhoo_west,15,1,BUT,GUT,NA,NA
hithadhoo_west,15,1,BUT,MEY,NA,NA
hithadhoo_west,15,1,BUT,LN,NA,NA
hithadhoo_west,15,1,BUT,TFT,NA,NA
hithadhoo_west,15,1,BUT,TFT,NA,NA
hithadhoo_west,15,2,EMP,MONO,21-30,379
hithadhoo_west,15,2,EMP,MONO,21-30,379
hithadhoo_west,15,2,EMP,MONO,21-30,379
hithadhoo_west,15,2,EMP,MONO,21-30,379
hithadhoo_west,15,2,GRO,MIN,Nov-20,79.73
hithadhoo_west,15,2,GRO,MIN,Nov-20,79.73
hithadhoo_west,15,2,GRO,ARG,Nov-20,59
hithadhoo_west,15,2,GRO,ARG,Nov-20,59
hithadhoo_west,15,2,GRO,ARG,Nov-20,59
hithadhoo_west,15,2,GRO,ARG,Nov-20,59
hithadhoo_west,15,2,GRO,ARG,Nov-20,59
hithadhoo_west,15,2,GRO,ARG,Nov-20,59
hithadhoo_west,15,2,GRO,ARG,Nov-20,59
hithadhoo_west,15,2,GRO,ROG,Nov-20,64
hithadhoo_west,15,2,GRO,ROG,21-30,296
hithadhoo_west,15,2,BUT,KLE,NA,NA
hithadhoo_west,15,2,BUT,KLE,NA,NA
hithadhoo_west,15,2,BUT,GUT,NA,NA
hithadhoo_west,15,2,BUT,GUT,NA,NA
hithadhoo_west,15,2,BUT,GUT,NA,NA
hithadhoo_west,15,2,BUT,GUT,NA,NA
hithadhoo_west,15,2,BUT,GUT,NA,NA
hithadhoo_west,15,2,BUT,MEY,NA,NA
hithadhoo_west,15,2,BUT,TFT,NA,NA
hithadhoo_west,15,1,PAR,STEEPHEAD,21-30,404.98
hithadhoo_west,15,1,PAR,STEEPHEAD,31-40,1163.6
hithadhoo_west,15,1,PAR,STEEPHEAD,31-40,1163.6
hithadhoo_west,15,1,PAR,STEEPHEAD,31-40,1163.6
hithadhoo_west,15,1,PAR,STEEPHEAD,31-40,1163.6
hithadhoo_west,15,1,PAR,STEEPHEAD,31-40,1163.6
hithadhoo_west,15,1,PAR,STEEPHEAD,31-40,1163.6
hithadhoo_west,15,1,PAR,STEEPHEAD,31-40,1163.6
hithadhoo_west,15,1,PAR,STEEPHEAD,31-40,1163.6
hithadhoo_west,15,1,PAR,SORDID,Nov-20,91.02
hithadhoo_west,15,1,PAR,SORDID,Nov-20,91.02
hithadhoo_west,15,1,PAR,3 COLOUR,21-30,467.63
hithadhoo_west,15,1,PAR,3 COLOUR,21-30,467.63
hithadhoo_west,15,1,PAR,GFACE,31-40,1163.6
hithadhoo_west,15,1,PAR,GFACE,31-40,1163.6
hithadhoo_west,15,1,TRIG,STR,NA,NA
hithadhoo_west,15,1,TRIG,STR,NA,NA
hithadhoo_west,15,1,TRIG,STR,NA,NA
hithadhoo_west,15,1,TRIG,STR,NA,NA
hithadhoo_west,15,1,TRIG,STR,NA,NA
hithadhoo_west,15,1,TRIG,STR,NA,NA
hithadhoo_west,15,1,TRIG,CLN,NA,NA
hithadhoo_west,15,1,TRIG,IND,NA,NA
hithadhoo_west,15,1,TRIG,IND,NA,NA
hithadhoo_west,15,1,TRIG,IND,NA,NA
hithadhoo_west,15,1,TRIG,IND,NA,NA
hithadhoo_west,15,1,TRIG,IND,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,NIG,NA,NA
hithadhoo_west,15,1,TRIG,SUFB,NA,NA
hithadhoo_west,15,1,TRIG,SUFB,NA,NA
hithadhoo_west,15,1,TRIG,SUFB,NA,NA
hithadhoo_west,15,1,TRIG,SUFB,NA,NA
hithadhoo_west,15,1,TRIG,SUFB,NA,NA
hithadhoo_west,15,2,PAR,STEEPHEAD,21-30,404.98
hithadhoo_west,15,2,PAR,3 COLOUR,Nov-20,99.92
hithadhoo_west,15,2,PAR,3 COLOUR,Nov-20,99.92
hithadhoo_west,15,2,PAR,GFACE,Nov-20,82.74
hithadhoo_west,15,2,PAR,GFACE,31-40,1163.6
hithadhoo_west,15,2,PAR,GFACE,31-40,1163.6
hithadhoo_west,15,2,PAR,BARTAIL,31-40,1304.18
hithadhoo_west,15,2,TRIG,STR,NA,NA
hithadhoo_west,15,2,TRIG,STR,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,IND,NA,NA
hithadhoo_west,15,2,TRIG,NIG,NA,NA
hithadhoo_west,15,2,TRIG,SUFB,NA,NA
hithadhoo_west,15,2,TRIG,SUFB,NA,NA
hithadhoo_west,15,2,TRIG,SUFB,NA,NA
hithadhoo_west,10,1,PAR,SORDID,Nov-20,91.02
hithadhoo_west,10,1,PAR,SORDID,Nov-20,91.02
hithadhoo_west,10,1,PAR,SORDID,Nov-20,91.02
hithadhoo_west,10,1,PAR,SORDID,21-30,423.88
hithadhoo_west,10,1,PAR,SORDID,21-30,423.88
hithadhoo_west,10,1,PAR,SORDID,21-30,423.88
hithadhoo_west,10,1,PAR,3 COLOUR,44837,4.02
hithadhoo_west,10,1,PAR,3 COLOUR,Nov-20,99.92
hithadhoo_west,10,1,PAR,3 COLOUR,Nov-20,99.92
hithadhoo_west,10,1,PAR,3 COLOUR,Nov-20,99.92
hithadhoo_west,10,1,PAR,3 COLOUR,Nov-20,99.92
hithadhoo_west,10,1,PAR,3 COLOUR,Nov-20,99.92
hithadhoo_west,10,1,PAR,ROSY,Nov-20,89.55
hithadhoo_west,10,1,TRIG,IND,NA,NA
hithadhoo_west,10,1,TRIG,IND,NA,NA
hithadhoo_west,10,1,TRIG,IND,NA,NA
hithadhoo_west,10,1,TRIG,IND,NA,NA
hithadhoo_west,10,1,TRIG,IND,NA,NA
hithadhoo_west,10,1,TRIG,IND,NA,NA
hithadhoo_west,10,1,TRIG,IND,NA,NA
hithadhoo_west,10,1,TRIG,SUFB,NA,NA
hithadhoo_west,10,1,T&J,ORTH,51-60,3137
hithadhoo_west,10,1,T&J,ORTH,51-60,3137
hithadhoo_west,10,1,T&J,ORTH,51-60,3137
hithadhoo_west,10,1,T&J,ORTH,51-60,3137
hithadhoo_west,10,1,T&J,ORTH,51-60,3137
hithadhoo_west,10,2,PAR,STEEPHEAD,41-50,2568.21
hithadhoo_west,10,2,PAR,STEEPHEAD,51-60,4840.26
hithadhoo_west,10,2,PAR,STEEPHEAD,51-60,4840.26
hithadhoo_west,10,2,PAR,STEEPHEAD,51-60,4840.26
hithadhoo_west,10,2,PAR,STEEPHEAD,51-60,4840.26
hithadhoo_west,10,2,PAR,STEEPHEAD,51-60,4840.26
hithadhoo_west,10,2,PAR,STEEPHEAD,60+,6206.92
hithadhoo_west,10,2,PAR,STEEPHEAD,60+,6206.92
hithadhoo_west,10,2,PAR,SORDID,Nov-20,91.02
hithadhoo_west,10,2,PAR,SORDID,Nov-20,91.02
hithadhoo_west,10,2,PAR,SORDID,21-30,423.88
hithadhoo_west,10,2,PAR,SORDID,21-30,423.88
hithadhoo_west,10,2,PAR,SORDID,31-40,1178.25
hithadhoo_west,10,2,PAR,SORDID,31-40,1178.25
hithadhoo_west,10,2,PAR,SCAB,21-30,290.09
hithadhoo_west,10,2,PAR,SCAB,31-40,746.53
hithadhoo_west,10,2,PAR,SCAB,31-40,746.53
hithadhoo_west,10,2,PAR,GFACE,51-60,4840.26
hithadhoo_west,10,2,PAR,GFACE,51-60,4840.26
hithadhoo_west,10,2,PAR,ROSY,Nov-20,89.55
hithadhoo_west,10,2,PAR,ROSY,Nov-20,89.55
hithadhoo_west,10,2,TRIG,STR,NA,NA
hithadhoo_west,10,2,TRIG,CLN,NA,NA
hithadhoo_west,10,2,TRIG,IND,NA,NA
hithadhoo_west,10,2,TRIG,IND,NA,NA
hithadhoo_west,10,2,TRIG,IND,NA,NA
hithadhoo_west,10,2,TRIG,IND,NA,NA
hithadhoo_west,10,2,TRIG,IND,NA,NA
hithadhoo_west,10,2,TRIG,IND,NA,NA
hithadhoo_west,10,2,TRIG,IND,NA,NA
hithadhoo_west,10,2,TRIG,IND,NA,NA
hithadhoo_west,10,2,TRIG,IND,NA,NA
hithadhoo_west,10,2,TRIG,IND,NA,NA
hithadhoo_west,10,2,TRIG,SUFB,NA,NA
hithadhoo_west,10,2,TRIG,SUFB,NA,NA
hithadhoo_west,10,2,TRIG,SUFB,NA,NA
hithadhoo_west,10,2,TRIG,SUFB,NA,NA
hithadhoo_west,10,2,TRIG,SUFB,NA,NA
hithadhoo_west,10,2,TRIG,SUFB,NA,NA
hithadhoo_west,10,1,GRO,ARG,Nov-20,59
hithadhoo_west,10,1,BUT,XAN,NA,NA
hithadhoo_west,10,1,BUT,KLE,NA,NA
hithadhoo_west,10,1,BUT,KLE,NA,NA
hithadhoo_west,10,1,BUT,KLE,NA,NA
hithadhoo_west,10,1,BUT,KLE,NA,NA
hithadhoo_west,10,1,BUT,KLE,NA,NA
hithadhoo_west,10,1,BUT,KLE,NA,NA
hithadhoo_west,10,1,BUT,KLE,NA,NA
hithadhoo_west,10,1,BUT,KLE,NA,NA
hithadhoo_west,10,1,BUT,GUT,NA,NA
hithadhoo_west,10,1,BUT,GUT,NA,NA
hithadhoo_west,10,1,BUT,GUT,NA,NA
hithadhoo_west,10,1,BUT,GUT,NA,NA
hithadhoo_west,10,1,BUT,GUT,NA,NA
hithadhoo_west,10,1,BUT,GUT,NA,NA
hithadhoo_west,10,2,BUT,AUR,NA,NA
hithadhoo_west,10,2,BUT,FAL,NA,NA
hithadhoo_west,10,2,BUT,KLE,NA,NA
hithadhoo_west,10,2,BUT,GUT,NA,NA
hithadhoo_west,10,2,BUT,GUT,NA,NA
hithadhoo_west,10,2,BUT,GUT,NA,NA
hithadhoo_west,10,2,BUT,GUT,NA,NA
hithadhoo_west,10,2,BUT,GUT,NA,NA
hithadhoo_west,10,2,BUT,GUT,NA,NA
hithadhoo_west,10,2,BUT,GUT,NA,NA
hithadhoo_west,10,2,BUT,GUT,NA,NA
hithadhoo_west,10,2,BUT,MEY,NA,NA
hithadhoo_west,10,2,BUT,MEY,NA,NA
rah_dashu_haa,10,1,PAR,SORDID,44837,3.7
rah_dashu_haa,10,1,PAR,SORDID,44837,3.7
rah_dashu_haa,10,1,PAR,SORDID,44837,3.7
rah_dashu_haa,10,1,PAR,SORDID,44837,3.7
rah_dashu_haa,10,1,PAR,SORDID,Nov-20,91.02
rah_dashu_haa,10,1,PAR,SORDID,Nov-20,91.02
rah_dashu_haa,10,1,PAR,SORDID,Nov-20,91.02
rah_dashu_haa,10,1,PAR,SORDID,21-30,423.88
rah_dashu_haa,10,1,PAR,SORDID,21-30,423.88
rah_dashu_haa,10,1,PAR,SORDID,21-30,423.88
rah_dashu_haa,10,1,PAR,DUSKY,44837,4.02
rah_dashu_haa,10,1,PAR,DUSKY,44837,4.02
rah_dashu_haa,10,1,PAR,DUSKY,44837,4.02
rah_dashu_haa,10,1,PAR,DUSKY,Nov-20,99.92
rah_dashu_haa,10,1,PAR,DUSKY,Nov-20,99.92
