Surveyors Name,Site,Site.name,Reef.type,Depth,Replicate No.,Family,Species,Size,Biomass
GH,GI,Gaadhoo inside,inside,5,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,5,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,5,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,5,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,5,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,5,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,5,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,5,2,GRO,MEL,Nov-20,60.8108788
GH,GI,Gaadhoo inside,inside,5,2,GRO,ARG,Nov-20,59
GH,GI,Gaadhoo inside,inside,5,2,GRO,ARG,Nov-20,59
GH,GI,Gaadhoo inside,inside,5,2,GRO,ARG,Nov-20,59
GH,GI,Gaadhoo inside,inside,5,2,GRO,ARG,Nov-20,59
GH,GI,Gaadhoo inside,inside,5,2,BUT,AUR,NA,NA
GH,GI,Gaadhoo inside,inside,5,2,BUT,AUR,NA,NA
GH,GI,Gaadhoo inside,inside,5,2,BUT,TFT,NA,NA
GH,GI,Gaadhoo inside,inside,5,2,BUT,TFT,NA,NA
GH,GI,Gaadhoo inside,inside,5,2,BUT,TFT,NA,NA
GH,GI,Gaadhoo inside,inside,10,1,EMP,MONO,21-30,379
GH,GI,Gaadhoo inside,inside,10,1,EMP,MONO,21-30,379
GH,GI,Gaadhoo inside,inside,10,1,SNAP,MID,21-30,339.455217
GH,GI,Gaadhoo inside,inside,10,1,GRO,MER,Nov-20,57
GH,GI,Gaadhoo inside,inside,10,1,BUT,TRI,NA,NA
GH,GI,Gaadhoo inside,inside,10,1,BUT,TRI,NA,NA
GH,GI,Gaadhoo inside,inside,10,1,BUT,VLN,NA,NA
GH,GI,Gaadhoo inside,inside,10,1,BUT,VLN,NA,NA
GH,GI,Gaadhoo inside,inside,10,1,BUT,TFT,NA,NA
GH,GI,Gaadhoo inside,inside,10,1,BUT,TFT,NA,NA
GH,GI,Gaadhoo inside,inside,10,1,BUT,MEL,NA,NA
GH,GI,Gaadhoo inside,inside,10,1,BUT,PHA,NA,NA
GH,GI,Gaadhoo inside,inside,10,1,BUT,PHA,NA,NA
GH,GI,Gaadhoo inside,inside,10,2,EMP,MONO,21-30,379
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,Nov-20,76
GH,GI,Gaadhoo inside,inside,10,2,EMP,AUR,21-30,358
GH,GI,Gaadhoo inside,inside,10,2,SNAP,FUL,21-30,396
GH,GI,Gaadhoo inside,inside,10,2,SNAP,MID,21-30,339.455217
GH,GI,Gaadhoo inside,inside,10,2,SNAP,MID,21-30,339.455217
GH,GI,Gaadhoo inside,inside,10,2,SNAP,MONOS,21-30,279
GH,GI,Gaadhoo inside,inside,10,2,SNAP,MONOS,21-30,279
GH,GI,Gaadhoo inside,inside,10,2,SNAP,MONOS,21-30,279
GH,GI,Gaadhoo inside,inside,10,2,SNAP,MONOS,21-30,279
GH,GI,Gaadhoo inside,inside,10,2,SNAP,MONOS,21-30,279
GH,GI,Gaadhoo inside,inside,10,2,SNAP,MONOS,21-30,279
GH,GI,Gaadhoo inside,inside,10,2,SNAP,MONOS,21-30,279
GH,GI,Gaadhoo inside,inside,10,2,SNAP,MONOS,21-30,279
GH,GI,Gaadhoo inside,inside,10,2,SNAP,MONOS,21-30,279
GH,GI,Gaadhoo inside,inside,10,2,GRO,LEU,21-30,1921
GH,GI,Gaadhoo inside,inside,10,2,GRO,SPIL,Nov-20,74
GH,GI,Gaadhoo inside,inside,10,2,GRO,COE,21-30,248
GH,GI,Gaadhoo inside,inside,10,2,GRO,COE,21-30,248
GH,GI,Gaadhoo inside,inside,10,2,GRO,ARG,Nov-20,59
GH,GI,Gaadhoo inside,inside,10,2,GRO,ARG,21-30,277
GH,GI,Gaadhoo inside,inside,10,2,GRO,ROG,21-30,296
GH,GI,Gaadhoo inside,inside,10,2,BUT,AUR,NA,NA
GH,GI,Gaadhoo inside,inside,10,2,BUT,GUT,NA,NA
GH,GI,Gaadhoo inside,inside,10,2,BUT,LUN,NA,NA
GH,GI,Gaadhoo inside,inside,10,2,BUT,LUN,NA,NA
GH,GI,Gaadhoo inside,inside,10,2,BUT,LUN,NA,NA
GH,GI,Gaadhoo inside,inside,10,2,BUT,VLN,NA,NA
GH,GI,Gaadhoo inside,inside,10,2,BUT,VLN,NA,NA
GH,GI,Gaadhoo inside,inside,10,2,BUT,TFT,NA,NA
GH,GI,Gaadhoo inside,inside,10,2,BUT,TFT,NA,NA
GH,GI,Gaadhoo inside,inside,10,2,BUT,PHA,NA,NA
VE,GI,Gaadhoo inside,inside,10,1,RAB,STR,21-30,198.254675
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,03-Oct,3.70470881
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,03-Oct,3.70470881
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,SORDID,31-40,1178.25415
VE,GI,Gaadhoo inside,inside,10,1,PAR,ECLIPSE,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,1,PAR,L.NOSE,31-40,648.924996
VE,GI,Gaadhoo inside,inside,10,1,PAR,L.NOSE,31-40,648.924996
VE,GI,Gaadhoo inside,inside,10,1,PAR,BARTAIL,31-40,1304.18158
VE,GI,Gaadhoo inside,inside,10,1,PAR,FRENATUS,41-50,3790.22378
VE,GI,Gaadhoo inside,inside,10,1,PAR,FRENATUS,41-50,3790.22378
VE,GI,Gaadhoo inside,inside,10,1,TRIG,TIT,NA,NA
VE,GI,Gaadhoo inside,inside,10,1,TRIG,SUFB,NA,NA
VE,GI,Gaadhoo inside,inside,10,1,T&J,MEL,41-50,1852
VE,GI,Gaadhoo inside,inside,10,1,T&J,MEL,51-60,3295
VE,GI,Gaadhoo inside,inside,10,1,T&J,BLOCH,31-40,743.643335
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,03-Oct,3.70470881
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,Nov-20,91.0245026
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,Nov-20,91.0245026
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,Nov-20,91.0245026
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,Nov-20,91.0245026
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,31-40,1178.25415
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,31-40,1178.25415
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,31-40,1178.25415
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,31-40,1178.25415
VE,GI,Gaadhoo inside,inside,10,2,PAR,SORDID,31-40,1178.25415
VE,GI,Gaadhoo inside,inside,10,2,PAR,DUSKY,Nov-20,99.9213819
VE,GI,Gaadhoo inside,inside,10,2,PAR,DUSKY,31-40,1304.18158
VE,GI,Gaadhoo inside,inside,10,2,PAR,DUSKY,31-40,1304.18158
VE,GI,Gaadhoo inside,inside,10,2,PAR,GFACE,21-30,404.983292
VE,GI,Gaadhoo inside,inside,10,2,PAR,GFACE,21-30,404.983292
VE,GI,Gaadhoo inside,inside,10,2,PAR,SCABER,31-40,746.529889
VE,GI,Gaadhoo inside,inside,10,2,PAR,L.NOSE,21-30,247.777531
VE,GI,Gaadhoo inside,inside,10,2,PAR,L.NOSE,21-30,247.777531
VE,GI,Gaadhoo inside,inside,10,2,PAR,L.NOSE,31-40,648.924996
VE,GI,Gaadhoo inside,inside,10,2,PAR,SQ,21-30,519.611407
VE,GI,Gaadhoo inside,inside,10,2,PAR,FRENATUS,41-50,3790.22378
VE,GI,Gaadhoo inside,inside,10,2,PAR,FRENATUS,41-50,3790.22378
VE,GI,Gaadhoo inside,inside,10,2,TRIG,STR,NA,NA
VE,GI,Gaadhoo inside,inside,10,2,TRIG,STR,NA,NA
VE,GI,Gaadhoo inside,inside,10,2,TRIG,SUFB,NA,NA
VE,GI,Gaadhoo inside,inside,10,2,TRIG,SUFB,NA,NA
VE,GI,Gaadhoo inside,inside,5,1,PAR,SORDID,03-Oct,3.70470881
VE,GI,Gaadhoo inside,inside,5,1,PAR,SORDID,03-Oct,3.70470881
VE,GI,Gaadhoo inside,inside,5,1,PAR,SORDID,03-Oct,3.70470881
VE,GI,Gaadhoo inside,inside,5,1,PAR,SORDID,Nov-20,91.02450264
VE,GI,Gaadhoo inside,inside,5,1,PAR,SORDID,Nov-20,91.0245026
VE,GI,Gaadhoo inside,inside,5,1,PAR,SORDID,Nov-20,91.0245026
VE,GI,Gaadhoo inside,inside,5,1,PAR,SORDID,Nov-20,91.02450252
VE,GI,Gaadhoo inside,inside,5,1,PAR,SORDID,Nov-20,91.02450248
VE,GI,Gaadhoo inside,inside,5,1,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,5,1,PAR,SORDID,31-40,1178.25415
VE,GI,Gaadhoo inside,inside,5,1,PAR,SORDID,41-50,2536.81375
VE,GI,Gaadhoo inside,inside,5,1,PAR,DUSKY,Nov-20,99.9213819
VE,GI,Gaadhoo inside,inside,5,1,PAR,DUSKY,21-30,467.632543
VE,GI,Gaadhoo inside,inside,5,1,PAR,GFACE,41-50,2568.20854
VE,GI,Gaadhoo inside,inside,5,1,PAR,GFACE,51-60,4840.2584
VE,GI,Gaadhoo inside,inside,5,1,PAR,SCABER,Nov-20,69.9555955
VE,GI,Gaadhoo inside,inside,5,1,PAR,SCABER,21-30,290.088219
VE,GI,Gaadhoo inside,inside,5,1,PAR,SCABER,21-30,290.088219
VE,GI,Gaadhoo inside,inside,5,1,PAR,SCABER,31-40,746.529889
VE,GI,Gaadhoo inside,inside,5,1,PAR,SCABER,31-40,746.529889
VE,GI,Gaadhoo inside,inside,5,1,PAR,SCABER,41-50,1516.99223
VE,GI,Gaadhoo inside,inside,5,1,PAR,L.NOSE,Nov-20,58.1962817
VE,GI,Gaadhoo inside,inside,5,1,PAR,L.NOSE,21-30,247.777531
VE,GI,Gaadhoo inside,inside,5,1,PAR,FRENATUS,41-50,3790.22378
VE,GI,Gaadhoo inside,inside,5,1,PAR,FRENATUS,41-50,3790.22378
VE,GI,Gaadhoo inside,inside,5,1,TRIG,CLN,NA,NA
VE,GI,Gaadhoo inside,inside,5,1,TRIG,CLN,NA,NA
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,03-Oct,3.70470881
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,03-Oct,3.70470881
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,03-Oct,3.70470881
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,03-Oct,3.70470881
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,03-Oct,3.70470881
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,03-Oct,3.70470881
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,Nov-20,91.0245026
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,Nov-20,91.0245026
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,Nov-20,91.0245026
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,21-30,423.879609
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,31-40,1178.25415
VE,GI,Gaadhoo inside,inside,5,2,PAR,SORDID,31-40,1178.25415
VE,GI,Gaadhoo inside,inside,5,2,PAR,DUSKY,Nov-20,99.9213819
VE,GI,Gaadhoo inside,inside,5,2,PAR,DUSKY,31-40,1304.18158
VE,GI,Gaadhoo inside,inside,5,2,PAR,DUSKY,31-40,1304.18158
VE,GI,Gaadhoo inside,inside,5,2,PAR,DUSKY,41-50,2814.91637
VE,GI,Gaadhoo inside,inside,5,2,PAR,GFACE,31-40,1163.59642
VE,GI,Gaadhoo inside,inside,5,2,PAR,GFACE,41-50,2568.20854
VE,GI,Gaadhoo inside,inside,5,2,PAR,GFACE,41-50,2568.20854
VE,GI,Gaadhoo inside,inside,5,2,PAR,GFACE,41-50,2568.20854
VE,GI,Gaadhoo inside,inside,5,2,PAR,BARTAIL,31-40,1304.18158
VE,GI,Gaadhoo inside,inside,5,2,PAR,SCABER,21-30,290.088219
VE,GI,Gaadhoo inside,inside,5,2,PAR,SCABER,21-30,290.088219
VE,GI,Gaadhoo inside,inside,5,2,PAR,SCABER,31-40,746.529889
VE,GI,Gaadhoo inside,inside,5,2,PAR,SCABER,31-40,746.529889
VE,GI,Gaadhoo inside,inside,5,2,PAR,SCABER,31-40,746.529889
VE,GI,Gaadhoo inside,inside,5,2,PAR,SCABER,31-40,746.529889
VE,GI,Gaadhoo inside,inside,5,2,PAR,ECLIPSE,21-30,423.879609
VE,GI,Gaadhoo inside,inside,5,2,PAR,L.NOSE,21-30,247.777531
VE,GI,Gaadhoo inside,inside,5,2,PAR,BLUEBAR,21-30,423.879609
VE,GI,Gaadhoo inside,inside,5,2,PAR,FRENATUS,41-50,3790.22378
VE,GI,Gaadhoo inside,inside,5,2,PAR,FRENATUS,41-50,3790.22378
VE,GI,Gaadhoo inside,inside,5,2,PAR,FRENATUS,41-50,3790.22378
VE,GI,Gaadhoo inside,inside,5,2,TRIG,STR,NA,NA
VE,GI,Gaadhoo inside,inside,5,2,TRIG,STR,NA,NA
VE,GI,Gaadhoo inside,inside,5,2,TRIG,STR,NA,NA
VE,GI,Gaadhoo inside,inside,5,2,TRIG,IND,NA,NA
VE,GI,Gaadhoo inside,inside,5,2,TRIG,SUFB,NA,NA
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,KAS,21-30,283
PR,HC,Hithadhoo corner,channel,15,1,SNAP,MID,31-40,889.027244
PR,HC,Hithadhoo corner,channel,15,1,SNAP,MID,31-40,889.027244
PR,HC,Hithadhoo corner,channel,15,1,SNAP,GIB,21-30,317
PR,HC,Hithadhoo corner,channel,15,1,SNAP,GIB,21-30,317
PR,HC,Hithadhoo corner,channel,15,1,SNAP,GIB,21-30,317
PR,HC,Hithadhoo corner,channel,15,1,SNAP,GIB,21-30,317
PR,HC,Hithadhoo corner,channel,15,1,SNAP,GIB,21-30,317
PR,HC,Hithadhoo corner,channel,15,1,SNAP,GIB,21-30,317
PR,HC,Hithadhoo corner,channel,15,1,GRO,POL,31-40,726
PR,HC,Hithadhoo corner,channel,15,1,GRO,MIN,Nov-20,55
PR,HC,Hithadhoo corner,channel,15,1,BUT,COL,NA,NA
PR,HC,Hithadhoo corner,channel,15,1,BUT,COL,NA,NA
PR,HC,Hithadhoo corner,channel,15,1,BUT,MEY,NA,NA
PR,HC,Hithadhoo corner,channel,15,1,BUT,MEY,NA,NA
PR,HC,Hithadhoo corner,channel,15,1,BUT,MEY,NA,NA
PR,HC,Hithadhoo corner,channel,15,1,BUT,TFT,NA,NA
PR,HC,Hithadhoo corner,channel,15,1,BUT,TFT,NA,NA
PR,HC,Hithadhoo corner,channel,15,1,BUT,MASK,NA,NA
PR,HC,Hithadhoo corner,channel,15,1,BUT,MASK,NA,NA
PR,HC,Hithadhoo corner,channel,15,1,BUT,KLE,NA,NA
PR,HC,Hithadhoo corner,channel,15,1,BUT,KLE,NA,NA
PR,HC,Hithadhoo corner,channel,15,2,SNAP,RED,41-50,1821
PR,HC,Hithadhoo corner,channel,15,2,SNAP,MID,41-50,1830.47469
PR,HC,Hithadhoo corner,channel,15,2,SNAP,MID,41-50,1830.47469
PR,HC,Hithadhoo corner,channel,15,2,BUT,DECU,NA,NA
PR,HC,Hithadhoo corner,channel,15,2,BUT,DECU,NA,NA
PR,HC,Hithadhoo corner,channel,15,2,BUT,TFT,NA,NA
PR,HC,Hithadhoo corner,channel,15,2,BUT,GUT,NA,NA
PR,HC,Hithadhoo corner,channel,15,2,BUT,GUT,NA,NA
PR,HC,Hithadhoo corner,channel,10,1,GRO,MIN,Nov-20,55
PR,HC,Hithadhoo corner,channel,10,1,GRO,ARG,Nov-20,59
PR,HC,Hithadhoo corner,channel,10,1,GRO,ARG,21-30,277
PR,HC,Hithadhoo corner,channel,10,2,GRO,ARG,21-30,277
PR,HC,Hithadhoo corner,channel,10,2,BUT,AUR,NA,NA
PR,HC,Hithadhoo corner,channel,10,2,BUT,AUR,NA,NA
PR,HC,Hithadhoo corner,channel,10,2,BUT,XAN,NA,NA
PR,HC,Hithadhoo corner,channel,10,2,BUT,XAN,NA,NA
PR,HC,Hithadhoo corner,channel,10,2,BUT,MEY,NA,NA
PR,HC,Hithadhoo corner,channel,10,2,BUT,MEY,NA,NA
VE,HC,Hithadhoo corner,channel,15,1,RAB,STR,31-40,468.146329
VE,HC,Hithadhoo corner,channel,15,1,RAB,STR,31-40,468.146329
VE,HC,Hithadhoo corner,channel,15,1,PAR,SHEEPHEAD,51-60,4840.2584
VE,HC,Hithadhoo corner,channel,15,1,PAR,SORDID,03-Oct,3.70470881
VE,HC,Hithadhoo corner,channel,15,1,PAR,SORDID,03-Oct,3.70470881
VE,HC,Hithadhoo corner,channel,15,1,PAR,3 COLOUR,31-40,1304.18158
VE,HC,Hithadhoo corner,channel,15,1,PAR,3 COLOUR,31-40,1304.18158
