site,gps_coordi0tes,date,start_time,end_time,depth,replicate_no,family,species,size,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,SQ,41-50,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,0-10,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,11-20,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,11-20,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,11-20,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,11-20,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,21-30,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,21-30,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,21-30,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,21-30,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,21-30,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,21-30,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,21-30,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,21-30,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,21-30,,,,,,,,,,,,,,,,
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,11:06,11:27,5,2,GC,MAX,21-30,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,MAX,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,21-30,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,NECK,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,MAX,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:59,14:20,10,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,SEA,FLOWER,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,13:42,13:58,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,6,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,6,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,4,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,15,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,16,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,3,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,17,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,5,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,4,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,5,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,3,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,4,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,5,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,3,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,8,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,3,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,11,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,12,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,4,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,2,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,4,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,6,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,6,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,7,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,4,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,SQ,18,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,SQ,15,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,SQ,7,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,SQ,4,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,SQ,8,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,SQ,8,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,16,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,11,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,SEA,LOLLY,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,MAX,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,14:43,15:06,5,1,GC,MAX,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,CS,PINC,0,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,11-20,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,CROC,21-30,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,SQ,0-10,,,,,,,,,,,,,,,,
hithadhoo_inside,"1°48'05.6""N 73°24'14.6""E",11/11/2021,15:06,15:27,5,2,GC,MAX,0-10,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:24,08:41,10,1,GC,MAX,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:24,08:41,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:24,08:41,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:24,08:41,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:24,08:41,10,1,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:24,08:41,10,1,GC,SQ,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:24,08:41,10,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:24,08:41,10,1,GC,CROC,11-20,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,CS,PINC,0,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,SEA,PINK,0,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,SEA,FLOWER,0,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,CROC,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,SQ,21-30,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
gaadhoo_inside,"1°49'47.1""N 73°26'30.1""E",14/11/2021,08:48,09:07,10,2,GC,SQ,03-Oct,,,,,,,,,,,,,,,,
